Location Name,X Coordinate,Y Coordinate
Auderghem,2431.55996569692,9194.832780646322
Halifax,5643.382443092344,54.209531271749434
Fort Wayne,6860.62482427706,9895.65004820585
Bolton,8294.10067990898,4194.473177778879
Beli,3812.980279382352,9299.060279718793
Paris,721.857551977475,7119.685182497443
Piraju,7863.836310762417,290.83975436355104
Luwuk,4289.3662822986325,454.28583500045306
Gaithersburg,3484.8107751400057,2189.8707551998077
Khangarh,3950.0171015604324,2006.657706102557
Islamabad,4507.878184853736,8923.100749422425
Eidelstedt,2077.900848756927,1363.715163039021
KwaDukuza,6270.03438748783,2429.822431627755
Ruvo di Puglia,4327.925003974143,5060.450454020146
Parabiago,9347.674168420002,9020.60322597816
Christiana,5580.501881092574,413.2396714325892
Glenwood,4357.4062797322695,8353.842048235156
Pingwu County,685.1145140899317,2567.583196276573
Itu,4706.275319088952,349.0337395339171
Terrassa,5358.539589471699,3377.4816618712066
Noshiro,8421.151789957523,8799.130532280118
Saint-Jean-de-Braye,1174.2497814007647,9304.530268079216
Maposeni,35.727304852057884,3490.942965137176
Coquitlam,5021.302921820876,6907.737180229555
Mount Pleasant,396.5272404513298,1327.102100681421
Brookfield,7063.238474007244,3735.764441868301
Zhongchao,7782.746044218732,3022.5339192870624
Valdosta,2353.959720033757,2690.1208967796942
Darnah,1574.4427605863798,6264.663577876979
Centerville,7819.415062931695,9024.882608693426
Geraldton,7376.47313815835,2637.4683926072494
Yanji,3445.7059197381745,1912.9753342920774
Huizhou,779.905358005607,192.16887131489946
Vorkuta,6289.123694009358,4868.879390301939
Merefa,4510.406882411291,2886.8119908374865
Las Delicias,9207.00989177124,1337.8724692667242
Tawaramoto,6974.912231235413,9531.048050559408
Sakakah,2604.159592832235,3705.7890130056526
Longgang,339.1094147796458,6527.1206238710165
Geneva,9141.680531861251,4192.627156197013
Bamako,2712.7091537809333,6606.155064573844
Huocheng,6417.255826310264,8048.408858534135
Diyarb Najm,4573.250057530761,4395.930079075976
Qoryooley,9296.361472090111,2291.2772251393944
Volkovysk,804.0331187321303,5474.1922910676585
Slavonski Brod,5987.507552148605,3050.0106637205195
Skikda,3396.490489199959,1464.3101777406587
Adampur,2029.4245842920488,2113.455871797523
Montenegro,7551.505117336812,8884.5607141454
Manresa,9844.88471439067,2386.773884542317
Faratsiho,8754.153464810737,2818.6925047099685
Canton,4755.442852763891,9495.626570183282
Bergedorf,8155.020621992831,7596.42674653033
Sing Buri,4388.731466843179,9767.462486238821
Romeoville,1245.0721250378595,6950.752787086324
Elmwood Park,8228.04846394679,5634.8051436327605
Dhahran,9287.690458224972,2908.9573976329575
Pattaya,8731.922908160483,5463.702832594205
Vyselki,1776.2254469837135,5181.9503724273845
Pearl City,1976.854997585099,7830.758740986401
Prestwich,1656.2497573695446,5206.471362495283
Assendelft,1321.0381422215255,71.52040787681501
Ontinyent,2601.2414393399786,6635.07753077061
Mallasamudram,9567.212452102385,5280.265116979916
Five Corners,6211.700195197466,4563.791735025709
Mohali,9122.53043762715,9758.953622899533
La Mohammedia,3981.78720494619,6664.843432053533
North Liberty,7540.5181440674,1985.7406875723061
Merke,3980.521110612666,3776.0657630473506
Chulucanas,151.9384134262991,6065.796327059228
Dawan,4878.515845738415,3074.1524425591406
San Fernando de Henares,3982.638820145934,3071.820500790573
Wheaton,1458.7485983446325,7725.424781786441
Teodoro Sampaio,4692.538836504449,1010.7872371122639
Lod,6687.115127708091,5005.357167193618
Ponedera,5440.285720302777,2633.881338224915
Sredneuralsk,6298.616511455322,5760.388789552992
Tres Valles,6751.731459805977,8531.275770409173
Iwanuma,8090.297430047116,6614.46970421167
Ain Sukhna,9128.966046038475,7777.637672311353
Kumanovo,9452.680406746418,8182.886988727477
Granville,1594.3702079630061,5338.223806568762
Morales,3396.857789836429,9592.437640664815
Baruipur,3500.1207448661175,9162.874707997296
Meissen,5061.216111664754,4354.943988309532
Carmichael,8274.053652474506,9363.626210386323
Shache,6300.516319912373,6770.806292677121
Pabbi,3028.427225168181,1834.1958730911822
Campinas,1826.5880651245182,1682.9043686778566
Lyskovo,8915.936737468139,6933.068206471638
Lichuan Zhen,6920.099918415652,3011.1102542947287
Port Harcourt,2840.39271194509,2380.943110132808
Maesteg,8555.429160577165,121.30372307956327
Anchorage,8952.051588753755,4870.34249685528
Wittenau,6327.434068459073,8419.683827457176
Sayanogorsk,4467.280431883784,4956.973479206951
Blanes,2606.964882284071,7630.719082529862
Atambua,689.1483300315782,9423.947346280807
San Nicola la Strada,2389.5411736837937,8812.775480529626
Chicago,8457.276521396276,1065.647795811764
Bedong,2171.068701033774,1501.7344479732365
Orai,5067.606608618914,9365.903509363045
Sarikei,7670.873695363942,4290.6273571505335
Leyva Solano,700.7614331653766,5963.078236160103
Chimichagua,2158.0801926795148,5818.258273728522
Jaten,2967.891179590466,7528.197463523388
Albuquerque,3915.902182043255,7611.625614130896
Tambaram,383.2018597997966,5769.3784196139095
Chhaprauli,2759.0572476228904,2648.1163444920207
Sibbo,1660.580899868952,6836.4122405270355
Chaoyang,6681.673850824538,372.4522368285188
San Javier,900.4140161150342,6650.026382523092
Bozeman,2029.6482464716757,715.7213937858187
Mali,7852.5075430135,329.2591075237794
Orihuela,1819.736728948591,4511.822143492899
Stroud,8458.743105306185,8967.254296708697
Elizabethtown,7483.365420491374,2982.6453420810917
Likasi,9039.855903668597,5208.234089213345
Novoshakhtinsk,9458.620307061256,8119.480275210252
Yinping,201.82068253336126,5986.498629203182
Frederick,450.1356970772963,6130.851301829844
Epe,3180.3940607802115,4645.7810816002875
Dainava (Kaunas),5909.426142217217,2723.6744390401977
Abou el Hassan,1013.8760076983943,9030.666692706334
Malazgirt,8928.607302356277,5389.399595303722
Granite Bay,1553.9291875058425,6405.998408004332
Anta,2186.878773350127,9379.507255552424
Sougueur,8322.29563368306,9921.82988404346
Rotenburg,5117.044722177553,3143.3355410409026
Bastos,7609.068018419431,6430.928545510965
Malabo,2292.811294700595,4166.290015894361
Al-`Ula,6918.471302764121,3488.632785294441
Lichuan,6264.301959597122,2678.8967331942195
Dongen,4787.924453436195,6425.057461898484
Jiayue,7167.897281231347,6767.917639209332
Vestavia Hills,1486.4831015609814,9389.27189245074
Shahbazpur,4306.187734119674,3179.352291751644
Enugu,2886.8574808799317,3711.8125753748577
Bellampalli,9629.067862083393,9238.183378144933
Sudbury,2917.0649133291727,8831.818077106422
Jagdalpur,3619.3740346480054,6133.142520611538
Ishqoshim,9792.408455099327,9090.761242882494
Yantongshan,8111.995727089319,7783.882373128496
Lansdowne,9610.560210870994,3282.561492777606
Livry-Gargan,3609.090867465539,2620.468628546598
Ashgabat,6344.801008737646,5199.476166716122
Daejeon,2803.6868638062497,3421.2520171346737
Seria,4591.3068026797455,4606.06463384971
Stuart,8089.984202771824,5806.995550242682
Kuacjok,9623.326136629166,10.723016368826555
Miramar,2109.7575899720587,6043.222903263525
Pelabuhan Klang,5391.353739103135,9347.982948082876
Zolotonosha,1166.1067357767874,1430.3720302638956
Shiogama,7374.72835116714,8647.132041532434
Laguna Hills,5714.143850050599,3520.2155567867676
Marine Parade,858.5489349577169,5515.2146257350805
Wexford,5180.197782010204,6740.087931470952
San Fernando,7470.604301058738,6366.626696598063
Verkhnyaya Pyshma,1300.791573736042,196.00625341034018
Easthampton,4211.396485457118,5665.170207054946
Kholmsk,8721.841288651802,291.23313681218235
Fuyu,284.53491846899715,455.0100907796484
Dej,1443.3379151146696,6245.530969963165
Des Moines,7338.08524151977,112.1613428748336
Namangan,4267.799800993285,582.6988823934198
Laurel,3786.563477149929,2963.4146097774938
Achim,7763.2618489637,4661.460777549752
Glendale Heights,7331.780677137677,2469.747850218372
Barrancas,6493.247193959857,9505.255995740958
Westmount,6576.358899939449,9951.721306884394
Jaleshwar,9402.99029456038,2894.6400741528532
Corsicana,865.2402014110894,6577.6841251578535
Vadakku Viravanallur,4484.580267659225,3981.5499167056114
Udine,6049.257490422827,4100.206829704005
Andorra la Vella,2267.8879699157637,7427.064346630993
Mityana,709.9350013188543,8615.254145760018
Al Manqaf,8651.519365274571,2962.380174175904
Steffisburg,3606.871025667201,4073.331211274328
East Hill-Meridian,739.9925772654481,8255.717397428345
Bislig,689.905610764765,3052.117448696485
Kaga Bandoro,3630.145825633465,4548.156035300095
General Villegas,6569.664419421875,9711.181220139073
Bondoukou,3683.6934585890267,9212.804156552655
Wangji,292.28144119485046,1133.1428806355682
Nakhabino,1677.2813128864973,1462.8817021147145
Congonhas,7672.533110101969,9201.013814468955
Orta di Atella,4104.972678688961,7459.083640711308
Kanevskaya,4006.6731472785555,7434.437640451943
Mill Park,996.9862149839493,880.4372983851749
Albano Laziale,1515.2699238732548,569.2121258733396
Chattanooga,4396.874295999618,3036.342739295533
Ambato,5223.941402278631,3433.404412693577
Chhor,4571.697348054802,9775.271259825804
Pula,4305.600896379952,2856.215713493351
Laguna Beach,9022.282328979825,2902.7007996775055
Gryfice,9901.711946504165,271.7702840824543
Selby,6246.406729937207,9656.470370191173
Congonhas,6903.583160501005,3398.90322462966
Ar Ruways,2331.853967920277,7791.385673158256
Khairpur Tamewah,5840.694044815923,18.843227586933242
Roseville,2141.723716161117,6315.392284335786
Alvalade,6680.728128019605,5147.507685655184
Littau,1022.794360993281,2464.7060981266977
Nonsan,4875.174010622273,5299.2373494364865
Sinfra,869.9459767065609,1382.9222728186276
Jiushan,5276.888690692646,6311.611895085435
Szentendre,6287.694453398202,6405.230708189933
Tabriz,2065.4774813628683,6183.715058309483
Swabi,1292.6617564836952,7262.794349875264
Perundurai,1581.4775176860885,4963.816885921362
Floirac,1664.2723032780016,7969.894223857108
Kanmaki,5215.923484692444,6009.506823631806
Greer,1581.920814585892,931.8023459442826
Glassboro,1508.5409330905063,463.4591994142001
Retiro,3332.886955583099,6450.487902878249
Kineshma,6359.739794964109,5583.24687400573
Las Pintitas,1253.6733138951383,1669.7233671811719
Eight Mile Plains,9210.475183281504,8952.892026119145
Ejido,7558.060612792865,1709.3484385343772
Tbilisskaya,9778.244788105443,5740.572442436455
Dingolfing,5537.112819639679,9680.332979921559
Yanggu,4322.882565897284,8674.975811536657
Boulogne-sur-Mer,9907.418515067848,6195.662825837863
Zhanjiang,7269.26530037738,2484.6705049788798
Carpi Centro,7613.464359457716,5715.822319602488
Barra Bonita,7384.720163455496,9494.198375213862
Kings Bridge,2867.287818190055,4370.479322569416
El Paso,2493.4492302545564,6291.316587487347
Gubakha,2272.6594077604036,1974.351005067273
Kamo,3528.8315522522184,1098.677321143472
Southampton,7713.514121918857,4937.427967426291
Nanao,5859.115793667163,319.74145519977236
Birmingham,5949.26006927102,2859.808045091333
Tepeaca,2194.8821313203894,9804.819320273547
Fort Hunt,3411.1325483080313,486.42837956715755
Merta,2545.6679144943205,4963.490502358675
Four Corners,784.6202551992953,3884.838071716993
Umreth,7322.6506829847085,2773.8910013061345
Arandas,365.2673599971579,7519.391945721838
Gera,6932.786452008431,2147.4609798039733
Hoheluft-Ost,3011.2129705735124,9644.749430141006
Nanauta,4209.890605241666,4518.865642465469
Pinetown,5240.046598062179,1269.3117876903236
Camas,8189.472454310796,7394.210039348903
Wiesloch,7604.206451186525,2065.169702210581
Faratsiho,4063.4889850654954,6559.319295196426
Pingxiang,2529.3270494741237,7276.154713100353
Carrollton,4809.4896574574595,9082.878227337289
Mirpur Khas,9327.41828356652,1531.37557999953
Park Slope,2758.6546464161333,9435.805143059079
Guanzhuang,3925.4620570737166,5136.499166652575
Miguel Pereira,3830.3619307330973,7386.36610538765
Kumasi,2244.5125223416962,9037.31687962213
Ham Lake,7834.138435617133,9717.094672379606
Yawata,3350.404840799832,9136.63989176903
Clamart,7152.776799260278,6182.01918162209
Petushki,2536.4579604523005,7765.137608347414
Neuilly-Plaisance,9754.52981090749,5542.267155870187
Karakol,7927.793603984816,5841.08942030995
Benevento,8659.692758722254,6787.734762786126
Spanish Springs,2642.0770886208065,7411.97507754337
Cupira,8468.907973026426,9842.49354145187
Lyublino,2435.3044719259988,8774.180959621395
Susono,3242.1313604659395,5537.6312174686955
Akita,3515.948130618619,8912.776395134537
Ponte de Lima,4423.866180829513,8246.252110779036
Newark,7850.378954860229,2946.259196200163
Kanchipuram,4227.413662521095,9213.621041154938
Como,7351.002846790238,8861.005500891077
Zouerate,3128.515055099864,6958.557300713855
Blacktown,536.175920735008,6255.945888177945
Gainesville,1218.9936476239939,795.324745793553
Songling,1203.4565727242841,8762.979670454486
Nijkerk,4659.859884288991,2428.8838211935436
Unionport,5841.583096310017,9235.631225766068
Broken Hill,4048.871063856979,965.1612192904302
Dovzhansk,831.7532090938895,2166.0306523838813
Poissy,507.3801607163098,1157.4156176392003
Puntarenas,9872.740007102464,480.79770603125735
Wersten,2892.1749552408983,9557.55430920201
Maitland,3597.998991863631,8827.198456370797
Nafada,645.5944616995713,59.15533173010745
Osinniki,3204.05648237407,197.12861547872996
Pakxan,6761.133223552256,650.3590207677779
Kuraymah,1845.283135678175,782.6024755600391
Jambi City,6318.919055511829,5945.468187070709
Joinville,5659.617331884156,1996.572659207766
Lawndale,5072.99327429622,3313.755464249618
Jingguan,5080.4682399318635,4936.730826018624
Ratchaburi,2355.631602243824,3359.7345424387536
Iwase,5158.580089050167,3423.038155558984
Tarko-Sale,8173.442963563248,6521.595621034509
Frechen,3147.252053402647,7261.452388230765
Monrovia,506.27004153773413,1727.9268168237938
Pescara,6687.431423582654,4859.03532527011
Blitar,6341.686669770758,5456.819354661803
Midyat,8251.337781647437,7535.118256552633
Zhuoshui,2008.3960796991396,4877.200682348405
Khot'kovo,742.5585165264104,9021.226436796811
Cayambe,5522.629035018929,2795.716183249073
Enger,8934.117145598259,6960.419954271495
Xunsi,1497.5134381025623,8511.626695180474
Wang Saphung,2168.7828424846566,7719.635503508303
Brazzaville,8175.97013857109,7765.655058161134
Dagenham,9708.103882589125,8966.414699467881
Gampola,6277.906189347554,5709.8265754163895
Spring Valley,1026.3974124727272,3559.8841246307243
Webster Groves,3511.439669062526,6529.293380783876
Kolda,9394.416926702479,9784.262702832271
Soacha,7018.244336729118,5324.833179360756
Draa el Mizan,5458.549926605215,3787.8237124833868
Enchanted Hills,51.72384557076026,2555.614959201542
Bom Conselho,390.63610481293034,2703.3840571852907
Zhonggulou,1071.648530745527,9089.791367571
Babruysk,5075.1720590231835,3502.116333429186
Anjozorobe,4107.735918128874,3708.643405829618
Consett,4311.677297400815,8991.646413072902
Long Beach,6943.896977973256,4013.293813635491
Sestri Levante,8232.60933089346,4606.646932817092
Miguelturra,4779.247069672191,6012.828024705722
Potrerillos,4796.234609376218,5812.767595291407
Castillejos,6559.454741996109,2544.463281184817
Cherepanovo,9244.063228595953,962.6688372375226
Kilifi,3620.229003433231,535.7266166228214
Alton,5336.694398700897,8898.747679098231
Lamin,8324.740560789534,2344.1823516497884
Maastricht,5518.3120792958125,1097.6321633069165
Maguan,4764.811838041292,9437.394150080267
Rangkasbitung,2164.037106191777,1690.8214673274124
Cova Figueira,1530.2943894232967,6381.362865688032
Kaihua,4601.986897608441,7391.264135782469
Komaki,9103.216352333671,2232.0265847341625
Brzeg,7069.976828181176,4740.448227343443
Florin,1460.3201490804029,3020.2413532599126
Wardenburg,6540.621634302711,9986.15053887059
Pakse,9458.984544071336,1385.246623921107
New Delhi,3059.2340577559794,2326.2956014801484
Sundbyberg,2673.2865716874367,3046.3932338266386
Qiongshan,8891.675003275435,9787.709948358346
Sirsilla,6524.574909966994,89.91207812068636
Royal Palm Beach,6542.567088466283,3530.921708692908
Horsens,459.64604661662077,7227.228450126057
Quattromiglia,9635.18209504006,5501.27777980957
Neu-Ulm,2085.5986942102845,4530.210151883104
Huizen,87.86090659163803,4552.893056436253
Otjiwarongo,2333.559227346321,8986.64708394195
Lichfield,1707.278005640377,6183.6212858455465
Batken,2964.113014499159,5853.900454757654
Maliu,50.576483801798574,9006.559337166489
Pir Jo Goth,5519.182314050766,3384.85795912412
Seynod,9828.249917171388,5109.476274356155
Puerto Maldonado,6084.010621630912,2999.0756208165726
Jalilabad,6305.278636562905,4381.725019107657
Noisiel,5684.2490780066355,7506.3167336355045
Yichang,6065.182044743509,9647.876897698177
Svay Rieng,6432.002941730808,3640.8935685592223
Cairns,5677.966336017574,7832.532162658547
Asahikawa,9570.914015463813,6602.278043789912
Pingshan,7968.754718529538,8618.78657322997
Illela,8385.854549751604,6254.8177296214235
Asti,6935.5509753331835,4289.17351541237
Le Port,6275.529975521275,3474.653747036024
Chimbarongo,5614.403039954377,5912.390775502904
Sydney Central Business District,2524.7226569640848,3744.01309368222
Zhangjiagang,3314.8029447877316,2487.7453927592032
Bad Harzburg,5533.3988509629535,6344.473702005707
Moanda,9486.573922206704,1246.4561891172543
Dodge City,4894.061164129543,9578.928710224718
El Kef,6152.024600796318,3877.0766633143494
Marina,3063.627387969011,2817.093995295551
Wuxi,3928.5876470506355,358.06832677176436
Campo de Criptana,3298.402653319843,7546.678483711199
Niamtougou,4213.534740565651,4552.646261605423
Tiwi,119.20438187519756,8394.239860323289
Stonegate-Queensway,9595.978397601026,52.4532016157464
Biel/Bienne,559.9546538578936,8787.396099359508
Laatzen,6395.347147725389,9130.856221767343
Phultala,6035.579890559215,7139.20085387452
San Jacinto,9689.023317543513,8705.894698699109
Wadsworth,6184.82271023703,1025.7317298070711
Cowes,4554.097664573581,3637.0312384977633
Solihull,426.7151133823943,6427.354271461647
Aoulef,4360.349151199191,2835.570010549785
Xiangxiang,7174.927304622146,8600.052984454796
Jainagar,4686.401624424563,5535.6830970708925
Droichead Nua,931.7936816889483,8553.133486493332
Sarzana,4672.250790585447,775.0255288717767
Montemorelos,4845.134972534871,7376.917815215055
South San Francisco,6924.115549172887,8053.769984196363
Mokpo,215.0589412747983,5544.984882886158
Naregal,1409.0777626327933,8616.328077715209
San Rafael Arriba,691.3225508868936,9651.302445776862
Kiryas Joel,4363.169607367177,7893.840019501131
